"","OysterID","SampleEventID","ShellHeight","ShellLength","ShellWidth","TotalWeight","TarePanWeight","TissueWetWeight","ShellWetWeight","TissueDryWeight","ShellDryWeight","DataStatus","DateEntered","EnteredBy","DateProofed","ProofedBy","DateCompleted","CompletedBy","OldSampleNumber","Comments","AdminNotes"
"2158","ABEC2306-10","ABCOLL_20230605_1_0091_1",71.38,50.5,20.03,49.56,1.01,6.16,42.08,1.83,39.5,"Completed","2023-07-13 00:00:00","Abigail Ladner","2024-01-09 00:00:00","Isaac Sencer","2025-02-14 00:00:00","Matthew Davis",NA,NA,NA
"2159","ABEC2306-11","ABCOLL_20230605_1_0091_1",65.51,52.27,23.53,63.56,1.01,9.28,48.78,2.55,45.66,"Completed","2023-07-13 00:00:00","Abigail Ladner","2024-01-09 00:00:00","Isaac Sencer","2025-02-14 00:00:00","Matthew Davis",NA,NA,NA
"2160","ABEC2306-12","ABCOLL_20230605_1_0091_1",67.46,60.08,29.47,83.44,1,10.05,67.51,2.66,64.61,"Completed","2023-07-13 00:00:00","Abigail Ladner","2024-01-09 00:00:00","Isaac Sencer","2025-02-14 00:00:00","Matthew Davis",NA,NA,NA
"2161","ABEC2306-13","ABCOLL_20230605_1_0091_1",78.67,58.7,38.64,106.8,0.97,11.1,94.63,2.67,90.62,"Completed","2023-07-13 00:00:00","Abigail Ladner","2024-01-09 00:00:00","Isaac Sencer","2025-02-14 00:00:00","Matthew Davis",NA,NA,NA
"2162","ABEC2306-14","ABCOLL_20230605_1_0096_1",92.63,67.53,44.89,169.4,0.97,24.58,125.26,3.44,107.41,"Completed","2023-07-13 00:00:00","Abigail Ladner","2024-01-09 00:00:00","Isaac Sencer","2025-02-14 00:00:00","Matthew Davis",NA,NA,NA
"2163","ABEC2306-15","ABCOLL_20230605_1_0096_1",78.89,54.03,23.51,70.29,0.97,13.23,50.75,2.59,46.33,"Completed","2023-07-13 00:00:00","Abigail Ladner","2024-01-09 00:00:00","Isaac Sencer","2025-02-14 00:00:00","Matthew Davis",NA,NA,NA
"2164","ABEC2306-16","ABCOLL_20230605_1_0096_1",58.46,55.74,28.26,50.81,1.01,6.6,43.23,1.76,38.18,"Completed","2023-07-13 00:00:00","Abigail Ladner","2024-01-09 00:00:00","Isaac Sencer","2025-02-14 00:00:00","Matthew Davis",NA,NA,NA
"2165","ABEC2306-17","ABCOLL_20230605_1_0096_1",87.38,70.91,20.87,98.51,1.01,18.11,73.7,2.98,66.09,"Completed","2023-07-13 00:00:00","Abigail Ladner","2024-01-09 00:00:00","Isaac Sencer","2025-02-14 00:00:00","Matthew Davis",NA,NA,NA
"2166","ABEC2306-18","ABCOLL_20230605_1_0096_1",73.42,41.99,23,59.07,0.99,9.81,44.15,2.35,42.01,"Completed","2023-07-13 00:00:00","Abigail Ladner","2024-01-09 00:00:00","Isaac Sencer","2025-02-14 00:00:00","Matthew Davis",NA,NA,NA
"2167","ABEC2306-19","ABCOLL_20230605_1_0096_1",82.05,55.16,33.54,99.67,1.02,21.75,72.48,3.65,67.63,"Completed","2023-07-13 00:00:00","Abigail Ladner","2024-01-09 00:00:00","Isaac Sencer","2025-02-14 00:00:00","Matthew Davis",NA,NA,NA
"2168","ABEC2306-20","ABCOLL_20230605_1_0096_1",79.87,52.87,29.09,87.14,1.03,6.95,72.13,1.8,63.78,"Completed","2023-07-13 00:00:00","Abigail Ladner","2024-01-09 00:00:00","Isaac Sencer","2025-02-14 00:00:00","Matthew Davis",NA,NA,NA
"2169","ABEC2306-21","ABCOLL_20230605_1_0096_1",73.05,47.93,30.1,84.28,0.96,12.92,63.08,2.36,57.57,"Completed","2023-07-13 00:00:00","Abigail Ladner","2024-01-09 00:00:00","Isaac Sencer","2025-02-14 00:00:00","Matthew Davis",NA,NA,NA
"2170","ABEC2306-22","ABCOLL_20230605_1_0096_1",87.87,53.22,24.55,75.84,0.97,12.22,63.91,3.08,61.48,"Completed","2023-07-13 00:00:00","Abigail Ladner","2024-01-09 00:00:00","Isaac Sencer","2025-02-14 00:00:00","Matthew Davis",NA,NA,NA
"2171","ABEC2306-23","ABCOLL_20230605_1_0096_1",87.82,64.16,28.12,111.26,0.99,17.59,77.7,2.92,69.21,"Completed","2023-07-13 00:00:00","Abigail Ladner","2024-01-09 00:00:00","Isaac Sencer","2025-02-14 00:00:00","Matthew Davis",NA,NA,NA
"2172","ABEC2306-24","ABCOLL_20230605_1_0096_1",78.39,45.25,24.35,65.35,0.96,8.54,47.72,2.11,45.11,"Completed","2023-07-13 00:00:00","Abigail Ladner","2024-01-09 00:00:00","Isaac Sencer","2025-02-14 00:00:00","Matthew Davis",NA,NA,NA
"2173","ABEC2306-25","ABCOLL_20230605_1_0096_1",97.54,66.69,26.31,116.11,0.96,13.49,101.31,3.05,91.48,"Completed","2023-07-13 00:00:00","Abigail Ladner","2024-01-09 00:00:00","Isaac Sencer","2025-02-14 00:00:00","Matthew Davis",NA,NA,NA
"2174","ABCC2312-24","ABCOLL_20231204_1_0024_1",74.46,44.38,25.33,55.51,0.95,7.51,42.15,1.77,37.55,"Completed","2024-01-02 00:00:00","Abigail Ladner","2025-01-13 00:00:00","Sarah Paulsen","2025-02-14 00:00:00","Matthew Davis",NA,NA,NA
"2175","ABEC2312-25","ABCOLL_20231204_1_0096_1",68.31,43.39,26.35,55.7,1,6.89,44.66,2.13,43.56,"Completed","2024-01-02 00:00:00","Abigail Ladner","2025-01-13 00:00:00","Sarah Paulsen","2025-02-14 00:00:00","Matthew Davis",NA,NA,NA
"2176","ABEC2312-03","ABCOLL_20231204_1_0091_1",109.77,59.48,45.51,160.39,1.02,18.06,134.06,4.1,118.93,"Completed","2024-01-02 00:00:00","Abigail Ladner","2025-01-13 00:00:00","Sarah Paulsen","2025-02-14 00:00:00","Matthew Davis",NA,NA,NA
"2177","ABWC2104-01","ABCOLL_20210405_1_0156_1",107.25,94.12,39.78,219.98,2.3,36.74,179.95,8.48,173.89,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-796","ShellLength outside expected range",NA
"2178","ABWC2104-02","ABCOLL_20210405_1_0156_1",50.42,60.39,21.81,37.99,1.08,7.73,29.68,2.34,29.31,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-797","ShellLength outside expected range",NA
"2179","ABWC2104-03","ABCOLL_20210405_1_0156_1",69.87,71.02,38.73,94.39,1.07,18.52,72.77,4.38,68.83,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-798","ShellLength outside expected range",NA
"2180","ABWC2104-04","ABCOLL_20210405_1_0156_1",81.26,70.02,37.49,124.17,1.05,20.45,99.03,4.69,95.62,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-799",NA,NA
"2181","ABWC2104-05","ABCOLL_20210405_1_0156_1",89.96,75.53,37.58,147.92,1.05,25.59,118.48,5.36,114.91,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-800",NA,NA
"2182","ABWC2104-06","ABCOLL_20210405_1_0156_1",70.32,68.86,30.27,80.62,1.06,13.91,65.22,3.42,62.04,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-801",NA,NA
"2183","ABWC2104-07","ABCOLL_20210405_1_0156_1",78.97,73.82,30.74,121.3,1.05,24.63,93.24,5.3,90.24,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-802",NA,NA
"2184","ABWC2104-08","ABCOLL_20210405_1_0156_1",60.33,54.48,29.88,63.72,1.06,8.24,55.05,2.44,53.15,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-803",NA,NA
"2185","ABWC2104-09","ABCOLL_20210405_1_0156_1",83.88,67.2,28.97,103.95,1.05,16.15,83.45,3.71,80.22,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-804",NA,NA
"2186","ABWC2104-10","ABCOLL_20210405_1_0156_1",79.9,58.48,32.58,114.99,1.05,19.34,91.77,4.78,88.13,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-805",NA,NA
"2187","ABWC2104-11","ABCOLL_20210405_1_0156_1",79.13,59.18,29.68,71.56,1.05,13.61,55.38,3.28,52.29,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-806",NA,NA
"2188","ABWC2104-12","ABCOLL_20210405_1_0156_1",74.55,64.33,40.46,113.55,1.05,18.24,94.03,4.47,90.21,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-807",NA,NA
"2189","ABWC2104-13","ABCOLL_20210405_1_0156_1",47.34,54.68,25.66,30.09,1.05,7.95,21.13,2.31,19.88,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-808","ShellLength outside expected range",NA
"2190","ABWC2104-14","ABCOLL_20210405_1_0156_1",75.76,67.68,37.01,94.18,1.06,18.21,73.72,4.57,70.76,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-809",NA,NA
"2191","ABWC2104-15","ABCOLL_20210405_1_0158_1",50.52,47.17,20.65,26.98,1.05,7.52,19.77,2.33,18.7,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-810",NA,NA
"2192","ABWC2104-16","ABCOLL_20210405_1_0158_1",58.15,48.69,21.49,26.8,1.05,5.67,19.98,2.02,18.06,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-811",NA,NA
"2193","ABWC2104-17","ABCOLL_20210405_1_0158_1",74.17,60.11,37.94,94.87,1.06,17.77,75.51,4.08,72.09,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-812",NA,NA
"2194","ABWC2104-18","ABCOLL_20210405_1_0158_1",60.07,45.15,25.96,46.31,1.05,8.79,36.5,2.66,34.91,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-813",NA,NA
"2195","ABWC2104-19","ABCOLL_20210405_1_0158_1",80.42,61.97,29.48,77.78,1.04,16.92,58.9,4.21,56.7,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-814",NA,NA
"2196","ABWC2104-20","ABCOLL_20210405_1_0158_1",79,56.6,37.46,98.87,1.06,17.36,78.53,4.53,75.73,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-815",NA,NA
"2197","ABWC2104-21","ABCOLL_20210405_1_0158_1",79.34,69.36,30.97,97.91,1.07,25.77,70.62,5.58,68,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-816",NA,NA
"2198","ABWC2104-22","ABCOLL_20210405_1_0158_1",72.44,56.22,30.86,76.57,1.04,13.27,61.62,3.53,58.79,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-817",NA,NA
"2199","ABWC2104-23","ABCOLL_20210405_1_0158_1",64.55,43.63,17.87,26.84,1.04,8.63,18.24,2.53,17.12,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-818",NA,NA
"2200","ABWC2104-24","ABCOLL_20210405_1_0158_1",67.5,86.16,36.73,78.56,1.04,18.31,57.68,4.24,53.18,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-819","ShellLength outside expected range",NA
"2201","ABWC2104-25","ABCOLL_20210405_1_0158_1",84.97,75.72,30.33,95.33,1.04,19.11,73.07,4.31,70.26,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-820",NA,NA
"2202","ABWC2105-01","ABCOLL_20210510_1_0156_1",69.54,69.53,36.08,98.23,1.06,15.52,79.45,4,75.44,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-821",NA,NA
"2203","ABWC2105-02","ABCOLL_20210510_1_0156_1",75.9,58.06,38.76,102.45,1.04,14.56,84.42,3.83,81.38,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-822",NA,NA
"2204","ABWC2105-03","ABCOLL_20210510_1_0156_1",75.37,61.73,31.66,114.5,1.05,17.44,95.83,4.42,91.27,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-823",NA,NA
"2205","ABWC2105-04","ABCOLL_20210510_1_0156_1",76.17,66.73,39.83,106.01,1.05,16.09,85.77,3.89,82.37,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-824",NA,NA
"2206","ABWC2105-05","ABCOLL_20210510_1_0156_1",83.37,63.05,37.91,136.25,1.06,14.15,114.4,3.31,112.07,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-825",NA,NA
"2207","ABWC2105-06","ABCOLL_20210510_1_0156_1",85.33,66.87,38.17,139.81,1.05,23.63,110.18,6.04,104.51,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-826",NA,NA
"2208","ABWC2105-07","ABCOLL_20210510_1_0156_1",66.72,55.24,33.95,86.96,1.05,9.84,73.84,2.64,70.94,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-827",NA,NA
"2209","ABWC2105-08","ABCOLL_20210510_1_0156_1",93.05,75.18,32,131.18,1.06,15.79,108.44,3.77,105.63,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-828",NA,NA
"2210","ABWC2105-09","ABCOLL_20210510_1_0156_1",67.38,54.29,34.22,82.56,1.07,13.83,66.63,3.92,62.83,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-829",NA,NA
"2211","ABWC2105-10","ABCOLL_20210510_1_0156_1",63.06,66.11,40.54,87.43,1.07,10.71,70.63,3.13,68.62,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-830","ShellLength outside expected range",NA
"2212","ABWC2105-11","ABCOLL_20210510_1_0156_1",78.79,61.6,33.58,111.94,1.08,16.33,88.47,3.58,85.46,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-831",NA,NA
"2213","ABWC2105-12","ABCOLL_20210510_1_0156_1",80.85,68.93,36.77,126.65,1.05,17.79,97.6,3.85,93.08,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-832",NA,NA
"2214","ABWC2105-13","ABCOLL_20210510_1_0156_1",72.8,70.65,34.09,94.01,1.06,15.23,75.93,3.84,72.66,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-833",NA,NA
"2215","ABWC2105-14","ABCOLL_20210510_1_0156_1",74,58.62,30.6,70.07,1.04,12.83,55.35,3.56,52.7,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-834",NA,NA
"2216","ABWC2105-15","ABCOLL_20210510_1_0158_1",50.02,47.09,21.6,32.48,1.06,5.88,25.08,2.05,24.04,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-835",NA,NA
"2217","ABWC2105-16","ABCOLL_20210510_1_0158_1",49.72,44.98,18.74,24.44,1.07,7.21,17.69,2.25,16.56,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-836",NA,NA
"2218","ABWC2105-17","ABCOLL_20210510_1_0158_1",83.93,76.03,38.65,181.65,1.08,23.29,149.78,5.37,141.74,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-837",NA,NA
"2219","ABWC2105-18","ABCOLL_20210510_1_0158_1",44.53,44.22,19.6,24.99,1.06,6.47,18.38,2.17,16.6,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-838",NA,NA
"2220","ABWC2105-19","ABCOLL_20210510_1_0158_1",74.89,67.43,25.16,72.65,1.06,15.28,53.49,4.03,50.38,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-839",NA,NA
"2221","ABWC2105-20","ABCOLL_20210510_1_0158_1",66.76,58.45,31.07,74.19,1.05,11.76,58.58,3.54,55.54,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-840",NA,NA
"2222","ABWC1804-23","ABCOLL_20180411_1_0158_1",69.56,49.44,32.99,67.54,0.98,11.78,51.21,3.26,47.19,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-698",NA,NA
"2223","ABWC1804-24","ABCOLL_20180411_1_0158_1",73,61.47,32.62,114.35,1,16.44,92.69,4.03,87.29,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-699",NA,NA
"2224","ABWC1804-25","ABCOLL_20180411_1_0158_1",83.29,70.64,42.21,182.22,0.99,21.37,148.81,4.91,142.41,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-700",NA,NA
"2225","ABWC1805-01","ABCOLL_20180508_1_0158_1",70.1,62.01,38.1,127.96,1.03,14.94,107.58,3.69,102.89,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-701",NA,NA
"2226","ABWC1805-02","ABCOLL_20180508_1_0158_1",94.9,69.35,37.66,173.17,1.02,31.7,128.09,7.75,116.8,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-702",NA,NA
"2227","ABWC1805-03","ABCOLL_20180508_1_0158_1",84.56,63.13,35.72,146.38,1.02,19.95,114.56,3.97,110.14,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-703",NA,NA
"2228","ABWC1805-04","ABCOLL_20180508_1_0158_1",79.4,60.23,37.86,114,1.03,22.54,85.33,5.54,80.11,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-704",NA,NA
"2229","ABWC1805-05","ABCOLL_20180508_1_0158_1",95.93,96.42,40.98,257.1,1.01,27.32,212.6,6.11,203.12,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-705","ShellLength and TotalWeight outside expected range",NA
"2230","ABWC1805-06","ABCOLL_20180508_1_0158_1",80.94,66.58,39.93,110.89,1.01,21.6,75.91,4.24,70.43,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-706",NA,NA
"2231","ABWC1805-07","ABCOLL_20180508_1_0158_1",86.23,66.45,41.41,157.94,1.02,25.61,125.21,5.13,116.89,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-707",NA,NA
"2232","ABWC1805-08","ABCOLL_20180508_1_0158_1",83.82,77.35,38.67,168.31,1,18.62,137.57,3.96,131.37,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-708",NA,NA
"2233","ABWC1805-09","ABCOLL_20180508_1_0158_1",57.59,57,30.83,65.13,1.03,7.93,54.54,2.14,52.26,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-709",NA,NA
"2234","ABWC1805-10","ABCOLL_20180508_1_0158_1",74.66,56.14,34.57,103.94,1.01,16.01,81.15,3.75,77.09,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-710",NA,NA
"2235","ABWC1805-11","ABCOLL_20180508_1_0158_1",78,69.62,37.3,103.98,1.02,14.34,82.47,3.9,76.84,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-711",NA,NA
"2236","ABWC1805-12","ABCOLL_20180508_1_0158_1",63.79,58.02,31.25,65.24,1.03,11.21,49.57,3.2,46.62,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-712",NA,NA
"2237","ABWC1805-13","ABCOLL_20180508_1_0158_1",80.58,67.57,36.84,134.33,1.01,17.32,110.94,4.28,105.82,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-713",NA,NA
"2238","ABWC1805-14","ABCOLL_20180508_1_0158_1",67.5,53.65,31.08,84.78,1.03,15.71,60.88,3.56,55.65,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-714",NA,NA
"2239","ABWC1805-15","ABCOLL_20180508_1_0158_1",100.56,70.62,49.01,257.8,1.94,38.97,197.1,7.64,176.5,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-715","TotalWeight outside expected range",NA
"2240","ABWC1805-16","ABCOLL_20180508_1_0158_1",81.41,68.85,43.25,144.82,1.04,14,122.93,3.83,115.01,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-716",NA,NA
"2241","ABWC1805-17","ABCOLL_20180508_1_0158_1",107.16,82.44,46.08,323,1.95,37.41,251,7.68,239.7,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-717","TotalWeight outside expected range",NA
"2242","ABWC1805-18","ABCOLL_20180508_1_0158_1",70.16,64.65,33.34,113.27,1.05,12.01,95.47,3.38,91.72,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-718",NA,NA
"2243","ABWC1805-19","ABCOLL_20180508_1_0158_1",81.44,70.69,44.79,173.26,1.02,18.96,140.81,4.21,131.34,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-719",NA,NA
"2244","ABWC1805-20","ABCOLL_20180508_1_0158_1",95.05,74.87,49.67,234.2,1.94,30.82,187.07,7.06,177.77,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-720",NA,NA
"2245","ABWC1805-21","ABCOLL_20180508_1_0158_1",61.22,66.21,33.04,85.54,1.02,12.55,63.81,2.8,61.41,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-721","ShellLength outside expected range",NA
"2246","ABWC1805-22","ABCOLL_20180508_1_0158_1",83.48,67.54,42.95,151.66,1.04,20.15,127.71,4.13,119.89,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-722",NA,NA
"2247","ABWC1805-23","ABCOLL_20180508_1_0158_1",79.77,66.27,41.16,133.56,1.04,21.79,105.2,5.59,97.89,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-723",NA,NA
"2248","ABWC1805-24","ABCOLL_20180508_1_0158_1",67.93,67.43,32.18,94.95,1.02,13.15,75.17,3.33,71.61,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-724",NA,NA
"2249","ABWC1805-25","ABCOLL_20180508_1_0158_1",90.41,66.56,44.44,171.22,1.01,19.43,136.73,4.24,129.62,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-725",NA,NA
"2250","ABWC1806-01","ABCOLL_20180605_1_0158_1",92.76,73.87,42.03,210.58,1.94,26.22,167.73,6.54,159.76,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-726",NA,NA
"2251","ABWC1806-02","ABCOLL_20180605_1_0158_1",80.42,52.12,34.83,110.67,0.95,16.3,83.89,3.87,79.08,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-727",NA,NA
"2252","ABWC1806-03","ABCOLL_20180605_1_0158_1",76.61,63.37,35.34,126.3,0.96,13.72,103.63,3.3,99.12,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-728",NA,NA
"2253","ABWC1806-04","ABCOLL_20180605_1_0158_1",78.19,67.27,36.53,146.53,0.97,14.87,121.1,2.74,113.78,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-729",NA,NA
"2254","ABWC1806-05","ABCOLL_20180605_1_0158_1",64.5,59.25,34.1,109.79,1.02,11.67,91.56,2.88,85.94,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-730",NA,NA
"2255","ABWC1806-06","ABCOLL_20180605_1_0158_1",61.29,53.45,35.14,76.84,1.02,9.34,60.47,2.5,57.39,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-731",NA,NA
"2256","ABWC1806-07","ABCOLL_20180605_1_0158_1",64.23,58.84,31.39,83.79,1.03,10.54,66.84,2.57,63,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-732",NA,NA
"2257","ABWC1806-08","ABCOLL_20180605_1_0158_1",86.71,71.05,41.68,187.03,1.04,17.43,148.75,3.76,141.29,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-733",NA,NA
"2258","ABWC1806-09","ABCOLL_20180605_1_0158_1",63.55,52.28,32.92,91.1,1.03,12.54,74.68,2.82,70.43,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-734",NA,NA
"2259","ABWC1806-10","ABCOLL_20180605_1_0158_1",65.92,63.77,35.22,101.43,1.03,14.57,81.54,3.13,78.56,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-735",NA,NA
"2260","ABWC1806-11","ABCOLL_20180605_1_0158_1",96.46,79.61,41.48,240,1.94,20.75,199.68,5.4,190.08,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-736",NA,NA
"2261","ABWC1806-12","ABCOLL_20180605_1_0158_1",76.09,65.77,49.27,158.04,1.05,25.97,119.54,4.71,110.5,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-737",NA,NA
"2262","ABWC1806-13","ABCOLL_20180605_1_0158_1",96.05,75.76,36.41,171.93,1,23.96,133.06,4.9,125.05,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-738",NA,NA
"2263","ABWC1806-14","ABCOLL_20180605_1_0158_1",62.32,51.19,34.15,95,1.01,11.08,78.08,2.68,74.09,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-739",NA,NA
"2264","ABWC1806-15","ABCOLL_20180605_1_0158_1",68.81,64.3,37.81,110.7,1.01,15.56,86.81,3.57,82.75,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-740",NA,NA
"2265","ABWC1806-16","ABCOLL_20180605_1_0158_1",87.04,71.32,39.15,166.74,1.04,22.5,128.68,4.14,115.98,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-741",NA,NA
"2266","ABWC1806-17","ABCOLL_20180605_1_0158_1",95.62,78.65,40.36,213.98,1.94,20.39,176.32,4.78,167.37,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-742",NA,NA
"2267","ABWC1806-18","ABCOLL_20180605_1_0158_1",63.5,48.86,33.14,90.48,1,12.35,73.83,2.58,69.59,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-743",NA,NA
